,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
292,Maroon 5,Happy Christmas (War Is Over) - Bonus Track,1nEN1kpLEZ0sJWKRUQT03k,0,0.441,0.157,2,-10.792,1,0.0307,0.936,0.0,0.107,0.186,143.241,206707,3
293,MC Rick,Me Jogou no Lixo,1zm82sTS5wVSyOp1Zxo45U,68,0.919,0.637,7,-4.695,1,0.216,0.426,0.0,0.0563,0.573,135.048,120973,4
294,Ed Sheeran,Beautiful People (feat. Khalid),4evmHXcjt3bTUHD1cvny97,92,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4
295,Mc Anônimo,Pagou De Superada,3GSGW5pQhHKBmmQLebX3vx,68,0.841,0.551,1,-8.85,0,0.2,0.609,0.000645,0.352,0.822,95.033,160784,4
296,MC Reizin,Não Tem Como Resistir,2xb3PnT4FD9Tlt6GLTVu8P,68,0.759,0.669,1,-8.605,0,0.0595,0.175,0.0,0.143,0.661,95.007,197053,4
297,ANAVITÓRIA,as coisas tão mais lindas,2qvSChyYgm8ybTncALA4pD,60,0.49,0.29,0,-13.905,1,0.0312,0.844,0.000247,0.156,0.184,81.724,218275,4
298,ANAVITÓRIA,espatódea,0uYwzkmWFcsu9qU6Z1XKfP,60,0.556,0.151,3,-15.811,1,0.0316,0.969,0.0498,0.126,0.215,156.076,161750,4
299,Dennis DJ,Isso Que é Vida,1dKYlw6v9wofuqb7EXSvPn,68,0.86,0.73,9,-3.565,1,0.13,0.471,0.0,0.0952,0.93,133.889,159459,4
300,Meno Tody,Bailão,2hgfeYKzJIaUlrhk6oP3wc,67,0.784,0.572,8,-8.378,1,0.0912,0.000194,0.0,0.102,0.768,147.046,210612,4
301,Jão,Você Vai Me Destruir,3mPz8WMo0zOWMxezQjyc8n,67,0.709,0.442,6,-6.988,1,0.0577,0.0717,0.0,0.101,0.628,121.889,184713,4
302,Nego do Borel,Princesa - Ao Vivo,7sqnI7oQSdaA12yXYKmjZR,67,0.721,0.827,5,-5.127,0,0.0536,0.335,0.0,0.311,0.951,149.977,122784,4
303,ANAVITÓRIA,quem vai dizer tchau,4oOmRoG2lWjv6COrTT8Z28,60,0.646,0.372,5,-9.889,1,0.0272,0.559,0.000493,0.199,0.35,129.012,198221,4
304,Simone & Simaria,Aperte O Play - Ao Vivo,5M8qHiAV6b0jo3phlyhxcR,67,0.547,0.898,11,-3.009,0,0.129,0.739,6.23e-06,0.929,0.522,92.869,201669,4
305,Felipe Araújo,Mentira - Felipe Araújo In Brasília / Ao Vivo,146Vb458Y5RbqEa0fYFPzm,65,0.543,0.756,11,-3.755,0,0.235,0.445,0.0,0.95,0.566,153.996,193670,4
306,The Weeknd,Heartless,57vxBYXtHMk6H1aD29V7PU,93,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4
307,Maiara & Maraisa,Traí Sim - Ao Vivo,1NG3zBjoV0TtKcr5znJ6n3,67,0.699,0.86,9,-2.761,0,0.0769,0.166,0.0,0.353,0.638,137.85,178213,4
308,Diego & Arnaldo,Casos Pendentes - Acústico,24YUl9cgjcEvgJTr2WIT1q,67,0.803,0.828,9,-2.548,0,0.0557,0.624,0.0,0.431,0.832,120.137,175531,4
309,Mc Davi,Love 66,33HlbgacEu6HqVln64Qkz5,67,0.548,0.421,1,-11.099,1,0.303,0.106,0.0,0.102,0.162,95.057,322560,4
310,Os Barões Da Pisadinha,Quem me Colocou pra Beber,6mX7ERpt8gb2BjWtqXkz9p,68,0.819,0.734,3,-6.24,0,0.0991,0.496,0.0,0.0842,0.962,172.021,138837,4
311,Luan Santana,água com açúcar - ao vivo,6nI98wtHOJAYSASq22TCYu,68,0.457,0.603,3,-7.729,1,0.0278,0.144,0.0,0.679,0.176,77.048,249847,4
312,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,84,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4
313,Dan + Shay,"10,000 Hours (with Justin Bieber)",2wrJq5XKLnmhRXHIAf9xBa,95,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
314,MC Du Black,50 Tons,0sHGNzbFF0fUaAv2IPBzBP,68,0.722,0.653,1,-5.873,0,0.0926,0.349,0.0,0.22,0.727,149.719,172852,4
315,Dennis DJ,Sou Eu,0LxRuDnvG0MROplG3uZMNN,67,0.872,0.784,8,-4.126,0,0.372,0.281,0.0,0.0703,0.819,106.714,138157,5
316,Kanye West,Follow God,2QpGZOhTCHHiKmpSO9FW4h,92,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,4
317,Projota,Cobertor - Remix,6jeLXLAY7vx5OIn3UFjfj8,67,0.704,0.503,0,-7.045,0,0.0817,0.614,0.0,0.369,0.748,153.922,195647,4
318,Ozuna,Muito Calor,5uVgsAzjO6eJR06VPrqUga,76,0.814,0.863,9,-2.885,1,0.0589,0.116,0.000226,0.0736,0.597,98.048,185147,4
319,Thiago Brava,Dá preferência pra mim (Participação especial de Gusttavo Lima),3bdjxhq0PqcxNwswCOX6w1,67,0.899,0.719,10,-2.468,1,0.0948,0.248,0.0,0.0841,0.838,118.031,158400,4
320,Maiara & Maraisa,Quarto de Cabaré - Ao Vivo,4jUfjWCwVaHbZEcA8hKNj2,57,0.663,0.604,4,-5.04,1,0.0512,0.611,0.0,0.425,0.691,117.539,176985,4
321,Jão,Louquinho,3lEfEePgxGH2WwsB5fHC1K,67,0.718,0.562,6,-6.406,1,0.0616,0.274,0.0,0.272,0.576,172.038,176556,4
322,Post Malone,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,88,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4
323,Jovem Dex,Tango,2jSusUF3coQykgybOU7sqy,67,0.72,0.685,4,-5.708,0,0.137,0.0487,0.0,0.148,0.25,127.122,244739,4
324,Sorriso Maroto,Reprise - Ao Vivo,4C24fGqRUrz3TyVt4uku2Y,67,0.561,0.735,6,-6.847,0,0.0357,0.795,0.0,0.871,0.775,147.975,166673,4
325,Zé Felipe,Medalha de Prata (feat. Maiara & Maraisa) - Ao Vivo,4vKxWENeZqTDREw1ij7Oen,67,0.632,0.766,5,-5.703,1,0.0831,0.493,0.0,0.352,0.422,110.164,160496,4
326,Dynho Alves,Salienciazinha,0goY8zmuHswKdzxr7BQKgW,67,0.741,0.862,8,-4.859,0,0.0546,0.258,6.55e-06,0.117,0.965,159.862,135594,4
327,Henrique & Juliano,Liberdade Provisória,1vG3YuKRYqPwTmNmYgqkpg,60,0.668,0.684,1,-5.937,1,0.0527,0.627,0.0,0.923,0.7,108.138,187986,4
328,MC Madan,Baile Funk Virou Rave,3JjmdilZHyHJTrxzqf1fWF,67,0.878,0.717,7,-3.309,0,0.376,0.395,0.0,0.0859,0.724,135.085,170666,4
329,Halsey,Graveyard,6V9fHiv84WlVTg7CSnIVY2,91,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4
330,Yasmin Santos,Mensagem Só de Ida (feat. Maiara & Maraisa) - Ao Vivo,1EPtKqJUVJki9jVyIr2ZpU,67,0.485,0.855,0,-2.978,0,0.165,0.159,0.0,0.312,0.574,161.743,162874,4
331,Jovem Dex,Porsche,7fO8Ok3rByqDqGc0MmBsj9,67,0.843,0.437,10,-9.864,0,0.0681,0.0514,0.0,0.0837,0.565,123.959,159360,4
332,Wesley Safadão,Desencana,4Jba76DjAcgEvvGfIopNTl,67,0.754,0.806,1,-4.633,1,0.0363,0.147,0.0,0.183,0.584,129.961,157052,4
333,BlakkStar,Vê Se Não Demora,7z5m1d4eBZrMxtVjZfr0D0,67,0.662,0.218,9,-15.449,1,0.14,0.848,0.0,0.15,0.214,130.242,195901,4
334,Camila Cabello,Shameless,3UYiU57SMiAS5LqolhHJw1,82,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,219742,4
335,Alok,The Wall,2Dnb6yPGUq0vmGtxzm3bwi,66,0.682,0.91,11,-2.314,1,0.0431,0.00953,0.0673,0.0732,0.536,122.943,159500,4
336,Groove Delight,Peter Pan,0IPbipesw3EJV8fIcGlEwF,67,0.726,0.675,6,-5.659,0,0.0371,0.049,0.006,0.0438,0.134,126.039,155851,4
337,Agnes Nunes,Cida,7FXjPI4dE1Eian6Exy6VEa,67,0.586,0.264,10,-12.856,1,0.0616,0.71,0.0,0.0936,0.21,80.162,186000,4
338,Lexa,Só Depois do Carnaval,6HtVFR6WAeJRgYtleNcEE8,67,0.833,0.917,8,-3.189,0,0.0752,0.388,2.39e-05,0.293,0.882,143.986,166667,4
339,Hungria Hip Hop,Primeiro Milhão,0RiKAq1SfF6rfYcWpjB2T5,67,0.817,0.516,5,-9.359,1,0.193,0.468,0.0,0.153,0.435,130.043,213447,4
340,Turma do Pagode,A Pessoa Certa - Ao Vivo,5wcuXZAk6wgs326KIMzE6T,67,0.513,0.572,7,-10.706,1,0.0332,0.75,0.0,0.599,0.666,165.955,198254,4
341,UM44K,É só você voltar,00hHizSlHQL2W3AXzNyyFw,67,0.708,0.667,11,-6.779,1,0.0449,0.323,0.0,0.0976,0.569,110.08,176618,4
342,Vintage Culture,My Girl,4tbC0eXSu3Bd5gnPoY3YXB,68,0.655,0.963,6,-5.72,1,0.0599,0.013,0.564,0.0734,0.677,123.998,234782,4
343,Harry Styles,Lights Up,5aJEh9Oqdz7PRLKTpH25pB,88,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4
344,Mc Souza,Fuga na dona de casa,1tgukXUAOadxiDg2JjozzC,66,0.716,0.469,2,-4.27,0,0.209,0.664,0.0,0.0872,0.296,129.993,177231,4
345,Haikaiss,Má-Temática,7virhcr1XGoaXcbD7qZfSo,67,0.9,0.636,1,-3.884,0,0.332,0.0655,0.0,0.155,0.921,142.082,261866,4
346,Vitinho,Sobrenome - Ao vivo,3gYvOU6MJGBS2WNyDTW7Ui,66,0.635,0.726,0,-5.501,1,0.0371,0.654,0.0,0.988,0.729,141.936,192254,4
347,Delano,Deus e família,42G4V7gX7cbV2O1HBVanEv,66,0.713,0.632,10,-4.323,1,0.431,0.32,0.0,0.0802,0.593,119.797,261333,5
348,Os Barões Da Pisadinha,Chupadinha,0BVRi6cizWdDrLRmKI0qsw,66,0.723,0.844,0,-6.39,0,0.0402,0.646,0.0,0.0744,0.967,172.095,150047,4
349,Bhaskar,Killed by the City,6fjxgYAEaUc89LnWCmqS34,66,0.686,0.763,4,-6.084,0,0.109,0.00766,0.0105,0.397,0.366,123.961,180000,4
350,Xamã,Rio de Janê,3j2dEmhd2UZBwqakguHGFm,66,0.575,0.486,1,-9.745,0,0.0925,0.605,0.0,0.14,0.909,169.862,163765,4
351,Sidoka,Porsche,4L0CzdxeWUV9iKGUEFVRMg,66,0.905,0.616,6,-7.842,0,0.0657,0.0534,0.000185,0.13,0.414,134.077,206429,4
352,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,94,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
353,BLACKPINK,Kill This Love,18PergoIrGmRyeYxnaXJN2,80,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4
354,Lizzo,Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,91,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
355,Post Malone,Wow.,7xQAfvXzm3AkraOtGPWIZg,89,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4
356,Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4
357,Papatinho,"Dois copos (feat. Ferrugem, MC Kevin O Chris e L7NNON)",6vqQdAqNwmS87sjgiaIcK5,66,0.796,0.561,11,-6.654,1,0.337,0.157,0.0,0.0894,0.42,129.915,180924,4
358,Filipe Ret,Obstinado,6qR1DhILkxhbxivh8HUDaP,66,0.681,0.664,4,-7.103,0,0.383,0.103,0.0,0.108,0.444,124.938,251520,4
359,Bruno & Marrone,Surto De Amor - Ao Vivo Em Uberlândia / 2018,4N0I8lmbLPmH8qdlFIjuOU,66,0.462,0.669,5,-4.19,1,0.0654,0.516,0.0,0.119,0.559,175.836,157202,3
360,Dilsinho,Controle Remoto (Ao Vivo),4U5Oe9EFPatMD9xrVJTZAF,66,0.321,0.575,2,-8.145,1,0.0387,0.778,0.0,0.962,0.477,72.387,237036,4
361,Now United,Summer In The City,5CPtogp3mli5u0KQWTkki1,66,0.593,0.629,7,-6.144,1,0.146,0.145,0.0,0.352,0.447,185.829,223456,4
362,Mc Livinho,Espelho No Teto,4oErKdD0VR16Tcmm6aUwAL,66,0.647,0.616,1,-5.193,0,0.0293,0.41,0.0,0.136,0.735,126.028,192948,4
363,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,88,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,221307,3
364,MC Luan da BS,Redes Sociais,7FFxxNZXNYIBgWOgmAfbxg,66,0.449,0.571,5,-2.457,1,0.0468,0.561,0.0,0.122,0.487,86.809,206811,5
365,KVSH,Me Gusta,4Kk8Xc3UaEPAQ0CepN6AaL,67,0.762,0.696,7,-5.465,1,0.0497,0.0358,0.00394,0.505,0.259,123.081,183518,4
366,Fernando & Sorocaba,Amor Perfeito,04CghDTXISFnxKSQxiMHde,66,0.411,0.45,3,-5.818,1,0.0348,0.702,0.0,0.0781,0.445,90.061,226667,4
367,Mc Rebecca,Deslizo e Jogo,0H6CrXz4GEoEMpug0jHXvU,66,0.685,0.558,2,-4.826,0,0.839,0.283,0.0,0.0671,0.423,100.017,152181,5
368,Alok,Party Never Ends,35F2tdWosmulYdcmsXpQ7x,71,0.835,0.809,2,-6.364,1,0.0569,0.0128,0.0907,0.0956,0.11,125.989,148750,4
369,MTK,Idas e Vindas,37I2kAE7QRxd9WCax1Z9dE,66,0.671,0.484,1,-10.339,0,0.047,0.658,0.0,0.0778,0.557,123.866,238763,4
370,Thiaguinho,Domingando - Ao Vivo,3qjmTYYDj6CaqsnkniZQhk,66,0.66,0.855,5,-5.918,1,0.0469,0.476,0.0,0.896,0.736,85.992,150618,4
371,Xamã,Malvadão 2,1f9lD5VdRIGdSihiIwOFSx,66,0.881,0.595,11,-9.781,1,0.0714,0.282,0.000117,0.112,0.911,130.019,149113,4
372,Imagine Dragons,Demons,4kzFnWBynCV0chD047y7Mx,0,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.329,0.428,89.938,175200,4
373,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,88,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
374,The huzz,Sensacional - Remix,5k8f8RpgzdDu63j9avds0T,67,0.91,0.294,1,-12.86,0,0.419,0.0984,0.000124,0.0968,0.474,138.025,128327,4
375,Gabriel Elias,Fiz Esse Som Pra Você - Double MZK Remix,2HI7WY6XIzVB47espl3Sho,66,0.706,0.673,6,-7.924,0,0.0281,0.00559,1.59e-06,0.234,0.424,123.998,209032,4
376,Papatinho,"Sem convite (feat. MODÉ$TIA, MC Cabelinho e Yoka)",7fxrvStpH0qyh6iHXoSZ31,66,0.851,0.544,11,-6.428,1,0.13,0.55,0.0,0.0909,0.723,125.075,247702,4
377,Avine Vinny,Maturidade (feat. Matheus & Kauan),64ePZsgVWO1zRVpHxY2VYC,66,0.602,0.865,7,-3.866,0,0.0512,0.543,0.0,0.704,0.76,148.018,193525,4
378,Fernando & Sorocaba,Cara Feio - Ao Vivo,7KqeDL2CLfxSKSxtofrWOI,66,0.726,0.881,1,-3.614,0,0.0486,0.377,0.0,0.35,0.867,120.08,164057,4
379,Os Barões Da Pisadinha,Cabeça Voando,6wDzwmywQ2X8O0FN1IQGol,66,0.659,0.834,6,-6.493,1,0.0439,0.388,1.32e-05,0.121,0.963,172.008,183536,4
380,Diego & Victor Hugo,King Size - Ao Vivo em Brasília,2FEG8H4Uao3nopbYUVbqR2,66,0.617,0.859,11,-4.206,1,0.0491,0.715,0.0,0.952,0.831,144.969,169338,4
381,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,86,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4
382,MC Ingryd,Vem Me Satisfazer,63SHcJzckFykS8faA5zojY,66,0.862,0.561,8,-5.703,1,0.335,0.596,0.0,0.108,0.541,99.864,188388,3
383,Jovem Dex,Rockstar,2pkiYFWrja3oTlTwDaTypd,66,0.687,0.644,4,-7.927,0,0.075,0.0276,0.0,0.0875,0.199,141.018,254481,4
384,Madonna,Faz Gostoso (feat. Anitta),2SC14LGDbRWRlyLg9Wupa0,68,0.777,0.695,10,-6.12,0,0.0894,0.288,0.0,0.0734,0.652,130.05,245707,4
385,L7NNON,Perdição,7FikD4RFpmSZIvoP3rRwsS,66,0.833,0.337,1,-13.266,0,0.157,0.595,0.0,0.119,0.51,119.952,275000,4
386,Marília Mendonça,Sabiá - Ao Vivo,0FwpTN3wN2ljtdiqUSQOIU,66,0.5,0.596,0,-6.63,1,0.045,0.326,0.0,0.945,0.57,108.536,186848,4
387,ANAVITÓRIA,Perdoa,7HZKPjrStKgnQSigwWEvia,66,0.676,0.41,7,-10.014,0,0.0734,0.722,0.0,0.144,0.62,149.948,222041,3
388,Lil Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,92,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,4
389,Sorriso Maroto,Me Arrependi - Ao Vivo,1sRL8KvkERifMtMuEkumwx,66,0.518,0.624,9,-5.107,0,0.0401,0.599,0.0,0.686,0.617,143.791,190587,4
390,Billie Eilish,bury a friend,4SSnFejRGlZikf02HLewEF,88,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
391,Giulia Be,Too Bad,1tghjqMyvWDXux1sBTZOXP,66,0.726,0.704,6,-5.871,0,0.0318,0.0559,1.61e-05,0.132,0.44,113.971,198421,4
392,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,88,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
393,Luísa Sonza,Pior Que Possa Imaginar,40s35Bws3HIO5DLRlrosyL,66,0.655,0.816,10,-4.604,0,0.0372,0.297,0.000158,0.299,0.644,102.052,136407,4
394,BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,87,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4
395,Leo Santana,Crise De Saudade - Ao Vivo Em São Paulo / 2019,6HxP3HznWgrpVZ0afSqdU4,65,0.61,0.921,11,-3.872,1,0.047,0.36,0.0,0.907,0.835,152.059,173143,4
396,Pabllo Vittar,Flash Pose,5GsJcnO3rgpZFOrzL2EISO,69,0.773,0.859,1,-4.516,1,0.216,0.0226,0.000251,0.342,0.432,124.017,152932,4
397,Katy Perry,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,87,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4
398,GoldFish,Colours & Lights,2Dotbvpzwo75ZW8ZaItbSR,65,0.647,0.759,9,-5.99,1,0.0444,0.0129,2.13e-06,0.394,0.397,125.014,192986,4
399,Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,88,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4
400,ROSALÍA,Con Altura,2qG5sZ7Si6sdK74qLxedYM,89,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
401,Pineapple StormTv,Canção Infantil,5yzYGjKIHJA4DNgDwBB8a7,65,0.526,0.569,4,-8.682,1,0.195,0.193,0.0,0.0972,0.263,96.872,401664,4
402,Sofia Reyes,R.I.P. (feat. Rita Ora & Anitta),6JqpFboOH2bq9pzaYbkKBn,79,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,187200,4
403,Gloria Groove,SEDANAPO,07s8RVb5AAhZlcooCCDPrd,65,0.736,0.84,0,-3.084,1,0.131,0.187,0.0,0.174,0.682,149.938,157600,4
404,Mãolee,Senta Vai,6KbcU0uIDHFnOSMIO5mPiG,65,0.822,0.587,10,-7.448,0,0.203,0.202,0.0,0.0898,0.594,132.964,237293,4
405,Lil Nas X,Panini,6fTt0CH2t0mdeB2N9XFG5r,88,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
406,Maiara & Maraisa,Bebo Litro - Ao Vivo,0GSHXM7PZ75f6ZwpekBq83,65,0.596,0.835,0,-2.886,1,0.087,0.483,0.0,0.349,0.689,138.801,148331,4
407,Dj Guuga,Acompanha o Grave,264XhF2zW8Uc6sxTDLid13,66,0.864,0.939,6,-1.122,0,0.185,0.312,0.71,0.169,0.373,79.454,120062,4
408,Pineapple StormTv,Poesia Acústica Uruguay,1QPc1h3Vm9bQorMfv8ZTmw,65,0.519,0.665,9,-8.044,0,0.108,0.403,0.0,0.0894,0.648,91.348,245217,4
409,Alok,Vale Vale,3bTjd1iQJvsfIoH8v7A0Gy,65,0.475,0.896,1,-5.696,0,0.0765,0.000332,0.0734,0.429,0.305,133.998,193433,4
410,Silva,Um Pôr do Sol Na Praia,7JGjgJOUPjyc35carv8hoh,65,0.822,0.466,2,-8.432,1,0.0407,0.284,0.00506,0.152,0.595,141.975,188416,4
411,Diego & Victor Hugo,Pisadinha,36P6ptTyxOggYgR2aoZiAl,65,0.642,0.874,3,-3.162,1,0.128,0.439,0.0,0.0821,0.829,164.81,158662,4
412,Mc IG,Vou Parar de Tomar Gin,2kWowyDGD9yOL0WQzni20m,65,0.802,0.52,0,-6.973,1,0.253,0.447,0.0,0.0942,0.956,160.054,162046,4
413,MC Maneirinho,Depois do Baile,4VFK8taqV3aadYULbB0JpV,65,0.702,0.834,7,-3.766,1,0.0745,0.131,0.0802,0.164,0.331,160.036,96000,4
414,DUDA BEAT,Chega,7jitFEr94DKj5laJuQzaK8,65,0.734,0.772,0,-6.816,1,0.0463,0.052,3.21e-05,0.0435,0.75,100.999,185544,4
415,Jão,Enquanto Me Beija,0EsftWIxQKCoCz5HZtlpkW,65,0.66,0.586,11,-5.911,1,0.0336,0.748,0.0,0.108,0.486,134.849,219635,4
416,Raí Saia Rodada,Prova Que Me Ama,2YONS6iSDLTIrJzue1T43F,65,0.825,0.813,0,-2.752,1,0.0666,0.486,0.0,0.218,0.961,154.032,149629,4
417,Ferrugem,Djavan,1ofElTUphqajfBkwT7f1vj,50,0.614,0.437,6,-7.902,0,0.0474,0.38,3.31e-06,0.14,0.322,89.826,269909,4
418,Jovem Dex,Money,1PuQBTDZ6WntifoXDrUXRg,65,0.796,0.805,7,-6.28,0,0.0328,0.0233,1.79e-06,0.0787,0.528,103.995,139050,4
419,Dj Guuga,Helicóptero,27ruAEebg1V5ZvkILt0xdh,65,0.722,0.936,9,-0.441,0,0.388,0.113,0.0,0.127,0.756,159.773,157649,4
420,Lil Wayne,I'm The Best Rapper Alive,1wN9Qn61w8KHsCVcItq6yh,3,0.695,0.317,1,-10.557,0,0.528,0.884,0.0,0.2,0.775,110.667,76200,5
421,Orochi,Na Onda,0yNT55PxVoLMHb75JaF2s0,65,0.44,0.454,0,-9.268,1,0.128,0.457,0.0,0.0895,0.21,86.488,199385,5
422,ANAVITÓRIA,voz e violão,7c3DyeFnRbRXAIF6elPnDG,24,0.599,0.374,2,-19.334,1,0.867,0.965,1.8e-06,0.302,0.599,105.875,27012,4
423,ANAVITÓRIA,o pai da Zoé,5w5F8AKoCRLq2P0yrhSaDb,17,0.317,0.189,3,-16.516,1,0.105,0.967,0.0,0.123,0.675,168.581,24680,5
424,João Neto & Frederico,Radin Ligado,742ie8tfaruIiZj4kh1u3U,65,0.842,0.884,2,-2.584,1,0.0422,0.179,0.0,0.0548,0.975,135.043,173632,4
425,ANAVITÓRIA,209,6v91dGQTDzM9eP4R3znNy7,4,0.327,0.124,7,-19.962,1,0.0767,0.968,0.898,0.108,0.922,157.454,18373,4
426,Davizinho,Todo Amor Do Mundo,6hRwbQUKw8MdeuAgk6uPij,65,0.568,0.551,7,-7.69,1,0.0471,0.709,0.0,0.0839,0.491,139.771,211835,4
427,Gabriel Gava,Delicinha,4Vwr6rNipMxIolYHDDb86L,65,0.755,0.695,9,-2.309,0,0.0362,0.408,0.0,0.214,0.858,136.141,177433,4
428,Shawn Mendes,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,86,0.692,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.864,123.911,190800,4
429,MC Kevinho,Facilita,3wB81eGupHVv9W4mF9IsHh,66,0.894,0.551,1,-5.081,1,0.188,0.0509,0.0,0.106,0.779,130.017,158769,4
430,Wesley Safadão,Maria Santinha - Ao Vivo,2YbgOQLYBa3MxoOoIt5FzL,65,0.69,0.909,7,-4.572,1,0.0412,0.0452,0.0,0.324,0.929,149.983,166504,4
431,Jeito Moleque,Só pro Meu Prazer - Ao Vivo,5L31XAxIqX2hiNyr8hYNNN,65,0.507,0.799,0,-7.666,1,0.0675,0.492,0.0,0.914,0.786,168.037,125675,4
432,Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt,88,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4
433,Maneva,Zóio De Lula / Citação: Hoje Eu Só Procuro A Minha Paz,1Kzep0AlyFiTle2IqwJufW,65,0.663,0.652,8,-9.285,0,0.0718,0.0128,0.0,0.0871,0.816,81.988,238248,4
434,Cat Dealers,Gone Too Long,5pHzIjrVsV1GG3E1G0fsWU,68,0.632,0.803,10,-5.77,0,0.125,0.00742,1.09e-05,0.404,0.434,123.997,191087,4
435,Mc Abalo,Botadão,3WE814w0H0JmRyUoBtHvyC,65,0.765,0.764,9,-6.239,1,0.0712,0.194,0.00189,0.0622,0.632,170.064,131370,4
436,Wesley Safadão,Juras de Amor (Vai Chorar) - Ao Vivo,1a1KuK97CSE29fFqufkheK,65,0.662,0.94,2,-3.276,1,0.0454,0.384,0.000154,0.301,0.936,163.938,158960,4
437,MC Kapela,Forte Abraço,1qofUOPMS1cu251bmbwUpG,65,0.776,0.713,5,-8.526,0,0.0573,0.301,0.0,0.211,0.644,97.029,222680,4
438,Xand Avião,Casal Raiz - Ao Vivo,6QMPzYhqjhoK5v4Vx1PWzQ,65,0.8,0.771,0,-2.125,1,0.0497,0.346,0.0,0.3,0.761,115.965,210432,4
439,Taylor Swift,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,88,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4
440,The Temper Trap,Sweet Disposition - Vintage Culture & Lazy Bear Remix,4MFZBEsF4RZ8ihiLCyl79f,65,0.702,0.658,11,-3.656,0,0.0367,0.169,0.0172,0.111,0.418,121.989,225246,4
441,Sub Urban,Cradles,18A7ha5BitZjmdHTCwXFbU,79,0.581,0.585,1,-1.87,1,0.369,0.27,6.48e-05,0.179,0.63,67.443,209829,3
